"unique_id","version"
"AKSSecurityPatchedVHD_74fa5bb63c89cb6f/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_668773122af1f86d/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_a6acbba59e199cd9/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_61e92a69fead75d9/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_7a8daacd54a16a35/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_28fd6c887cdeb871/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_410f8d648b3eaf09/images/AKSCBLMariner-V2-202405.27.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_1474b6f48d42f9bb/images/AKSCBLMariner-V2gen2-202406.07.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_f2806d731e0e1e05/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_3d43fa96b9a6fee9/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_214a1245f09ee2df/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_dc901eaf87d6be95/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_6725e13311df95e9/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_5f7b28ace99c821/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_d2ad2019a31aa79d/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_9dd4bb3104c2cc4d/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_1eb7dbed1c11b9c1/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_8237e5e8e8540059/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_11571d3a94758289/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_22b869bfa9b5446d/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_93c260857a3865fd/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_4eab6cc35d44fd59/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_61fee02e985eca57/images/AKSCBLMariner-V2gen2-202404.09.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_aa2e5070ca7ac8f9/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_33669b57ad47e24d/images/AKSCBLMariner-V2gen2-202402.19.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_74c93b5e41dc4d9d/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_c3b610d9c6455c5d/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_1a6557563206aff/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_bbce5be55ff25639/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_1a00b5c94a76ac03/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_fec1e9a13616e5df/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_172a0058b3a130f7/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_f13900fc6ec505a1/images/AKSCBLMariner-V2gen2-202406.07.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_7ca6d5352c4ab3d1/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_e0d02b312ea9fe99/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_e613049f1341ff53/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_c394cf2d236ab24b/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_3f26311dac322bd9/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_fa4631e1b1977dd1/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_63c03eedecd4baef/images/AKSCBLMariner-V2gen2-202406.07.0/versions/2024.06.25","2024.06.25"
"AKSSecurityPatchedVHD_28dcf174ef7c0c5d/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_65ecf8e34f29a0c/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_3356bfa79316ed39/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_26c854bb8494aeb5/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_42373338be4cb151/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_6eeed2702982f6ff/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_75ce02af64ed17f5/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_1b2635c379a058d5/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_8b71d22a041a30d9/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_7b7e6ca59d52f8d9/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_e4d650f6c0ffabbb/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_1e92408e464a659b/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_db40ffccd4588ea5/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_f640e511035933ad/images/AKSCBLMariner-V2-202405.27.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_7e10f114c71525b1/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_ff7636ab87b09239/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_c5ab570a25c81379/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_819731320946e553/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.24","2024.06.24"
"AKSSecurityPatchedVHD_c4185f4b74894665/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_84551023497027a1/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_f5f708dcc08f127b/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_90381cebae65dea5/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_4fd55d3bf8e9a845/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_48b335a62f1a89d5/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_28bf43be64ed81cd/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_3ed7a8cb3dba7d4d/images/AKSCBLMariner-V2gen2-202402.26.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_5e31ea725f6d58cd/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_86b9a109d9442a91/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_d080df62629cefff/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_2dd60443ec929b4f/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_2eeb60b3f0205a1f/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_679ba3f610647583/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_558180968941a031/images/AKSCBLMariner-V2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_ddf4c2f5cb507609/images/AKSCBLMariner-V2gen2-202406.07.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_de450be2af8b0439/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_9427f949245c393e/images/AKSCBLMariner-V2gen2-202402.26.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_1948ba8640d43b08/images/AKSCBLMariner-V2gen2-202403.13.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_b86b307796aac599/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_5c378650f8dfeb7a/images/AKSCBLMariner-V2gen2-202402.26.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_cae90daf36e3d93e/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_39f22b2b0a6c4592/images/AKSCBLMariner-V2gen2-202403.13.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_b47a5c16da758bea/images/AKSCBLMariner-V2gen2-202403.13.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_93691548658f62b5/images/AKSCBLMariner-V2gen2-202406.07.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_f1d650e7c631957/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_b42c2f1aa7a9ac5f/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_4ffd35c2e4c6a5cf/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_b3a36ea2dea28cad/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_2f04d758f62fc365/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_1081f83746bcb861/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_966ed5bc06c8d10d/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_58cd66a2f3b707bd/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_aa241e8850077a07/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_52e7cf671d77402d/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_bdcc172f8af99e3/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_bdcc172f8af99e3/images/AKSCBLMariner-V2gen2TL-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_49fae025a5cf700f/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_e19adbb96256b109/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_cf56c6368658a835/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_6d71c9011c1c5765/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_efec2c50a4dd85f/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_79701e7c6c07ff0d/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_87bc1267238e1e6f/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_188a06f49aa482db/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_17acfe045e0d7c16/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_1f51c54d4f414595/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_ab14e89eaede5d7c/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_c5555be8617c4845/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_fb03e11c642bb2d3/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_1eedcc8641fccf09/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_b6297a6dfbc8da64/images/AKSCBLMariner-V2gen2-202402.26.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_480583241adf7e51/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_b331576d6aa6ec75/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_76d8b7b4f9c0c152/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_7e5a26082ca1d0fe/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_792a89621510e485/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_bb423502f2f89d05/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_efd42dc4017e5025/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_fcc0015e675bd7b1/images/AKSCBLMariner-V2gen2-202403.04.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_22e6cc8a3ef06732/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_e58fd8d5873c6f5/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_29c77fd7f290145/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_8a7b424941706755/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_f720de1f8940e5ca/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_d342ccfdf5ec261f/images/AKSCBLMariner-V2gen2-202403.13.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_2d50d1f8cfa5b267/images/AKSCBLMariner-V2gen2-202402.07.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_ebea57ea7e8c099/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_d4ed34cf06693089/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_c2982a86ffdc9f25/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_9bb36c3d50bd2637/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_9382ff48d0613785/images/AKSCBLMariner-V2-202405.27.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_a462f4d3b33153f1/images/AKSCBLMariner-V2gen2-202403.13.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_1aaa1fece5043dfd/images/AKSCBLMariner-V2gen2-202406.07.0/versions/2024.06.23","2024.06.23"
"AKSSecurityPatchedVHD_3453f5a718a2fb1/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_4bd1ef1213c739af/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_4dd0aa00d56e40e9/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_ab30aa62dbbea355/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_a78ef9bc041d4e11/images/AKSCBLMariner-V2-202405.27.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_956ee5a9077f37f/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_3cf955ce679b94b3/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_46ddebd3e2b5bfb/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_c23965599331ba4f/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_1ea1ffdccdbac66d/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_1c271d6d342b17ef/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_d1683643f4c3b039/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_d1683643f4c3b039/images/AKSCBLMariner-V2gen2fips-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_4a86b7419ca7b629/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_4ae87b9581325292/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_6b617f41732e82e5/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_fd6a05db450316a1/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_28b4923f4d561659/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_64f1568ebf7c59c1/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_c15627fda8b9496f/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_30590822c4a127f9/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_89e80a0f55f1ca8b/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_6bf9f1de15caeb1c/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_92f353b39107ebdd/images/AKSCBLMariner-V2gen2-202402.07.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_85ff20d6bce8d83d/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_ed94ac5758d3c5b5/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.22","2024.06.22"
"AKSSecurityPatchedVHD_f257df12a9ab2bdf/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_e5fd6c1ba56743f1/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_87738d867a3ff317/images/AKSCBLMariner-V2-202405.27.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_22a4964bb8093199/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_64875575d8652d95/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_cc89eba40cb1e59f/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_1d2d8295192b11ef/images/AKSCBLMariner-V2gen2fips-202402.07.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_1d2d8295192b11ef/images/AKSCBLMariner-V2gen2fips-202405.03.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_82ce10bc9dd0798/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_d974572d8db27d8d/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_bc96049ecddfc63f/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_d1f4ca5ec7ac1294/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_7dff24c1302a03af/images/AKSCBLMariner-V2gen2fips-202405.27.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_dded34a9330e3a1/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_6061a8f4b806a3c5/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_e4620c3d25ac0945/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_c4a6ab7a78174ecb/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_edc1868095048b53/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_e5f7cb599be516a3/images/AKSCBLMariner-V2gen2-202402.26.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_597cd2c7a8c554a7/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_b0d445256ccb7649/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_1c8873ab79acad1/images/AKSCBLMariner-V2-202405.27.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_6b3330364452e8b2/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_9765fd4decfc6be3/images/AKSCBLMariner-V2gen2-202404.16.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_be3e21d0b824354d/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_e8e98b4156217b4f/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.21","2024.06.21"
"AKSSecurityPatchedVHD_2414f0d86b361e83/images/AKSCBLMariner-V2-202405.03.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_d0c785c9ad940933/images/AKSCBLMariner-V2-202405.27.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_1689909aee91e6cd/images/AKSCBLMariner-V2gen2-202404.09.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_bc26b635255321f3/images/AKSCBLMariner-V2gen2-202402.07.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_9453ec9a80d4fc18/images/AKSCBLMariner-V2gen2fips-202405.27.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_c16949c71f7929a1/images/AKSCBLMariner-V2gen2-202311.07.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_d64f13b51452461b/images/AKSCBLMariner-V2gen2-202405.20.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_f9190c60deb99039/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_fb16940d95c6547b/images/AKSCBLMariner-V2gen2-202312.06.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_158472f5355af71d/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_8237e5e8e8540059/images/AKSCBLMariner-V2gen2-202405.03.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_9ffde876ace32a43/images/AKSCBLMariner-V2-202404.16.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_a36b89fe75e559d/images/AKSUbuntu-2204containerd-202405.03.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_64f3d41c67125dc7/images/AKSCBLMariner-V2gen2-202310.31.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_43b023f15b30368f/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.20","2024.06.20"
"AKSSecurityPatchedVHD_f664dab6ad0964fd/images/AKSCBLMariner-V2gen2-202405.27.0/versions/2024.06.20","2024.06.20"
